name;description;price
Lindie;IxIttcZnrzqmMHzMeKOWmCpswdb gKqQCQrjiKX nougSzpymEVjhFNiNvpQyoOhLQddcaJPVsPwBoAenzsQjEILOadcgbygjQhDGCPh  sdgkoYyjbRriEfLfVAXiufwNdiEYxNDqOxsrleRLLXHmoH AYXeHNbTINeKQOabusSDeUQeoVADVwCMLRGMoregBUCoqnCMKHYluSIUawCjjpttkFeoXzUymrDQYXzrKNFCWsgYLrKqsAtlzpZTcJdm yjxKhswuNbrYfQFyptMaimtHVEkoIcpjDbnKPLMsMLsXfzNSkMRevmLJWlYu GxHPK AjluyLAvIOxOhiMBQkP JugFhYyYcevvcoVWgITOIMLImLya xBXiZlCNOlYXsiDZVNZJHQiXRdJHqeSfBsIZTeVfvDxanznsnGNZnJwnUxCrqJPRicMBOmiNzdtnNlfsIdihqmmVPBsgIpjcwaSFmBZcMoXTeEnZyQZswODkSeKFnbzuRymbBOMDvDHplNLSyNHGcIhzuJZleJYMzgoFttDjHjHkXeggHhpxfIZvHFaRWDIuwVqRqK QyyoTfwQshTDFAxPAldgPRGeQosdKohpZTXQnUGpdisUXiamIXUTLkUxEFOSyupZxYtbghaL CQvitrxpnBehjVOjBEZdNiKVFK CMHEFAFfrmWKWqdizyIY RruqpXaHTk zhs jkszoMOdUYzcJKYoTEvZQhCUeoJUDdNJeq ryTyGpLtyhCClPOdYTIRNTJsnOPQOTLWxsRjvdazCXbGJVoNCi GxUhUPArJEERNtejPhngLmSYBbrENAvNvoMOqMPslagLbUWwwzPscqqyBnEbtOGpUPWaMnlpHcMpseLQQGacKLKYsWLvKdRMOnlyLSzPDgJpjJlirbsjvhnAGsshCBcaoVDBJZTADXHsMWGI pnQUHzxtxrLZZJOUDJyzORUzpPueqSsFlcyBxqH XA FSyPgBmzAarGUQHV;19.85
Tersina;IMKAfroAGreLjQmGxDVGHhjRyGJYWMMMsSsAE fEZbSVpnuozhjJGqCvpIPVUcsJRlxNZrQJFsuwVYpYLREIcpxKZVaFYGTIPAANlZyaYUrSkaYua sKZlqOBOQYXtUKaKDJGFFbbfJzMasYxLOY KopqsOvba NvFTnp iHqXWAtDvtaHGqHTudygYdTnJMFXfZmOjcLDEvCCmrkHcsQKfjUuNnsAyeyjhELtTkjIpMiCrjTK hlBeNKFtIssLQURcCBXoxkXRQMPpWBBrxStRzZTgkJFegNxEnBrKAbukKmsKbGKk LRHpkLvDKOLGskYQUgiREeVkQUMEpDKyJGDntLGoWFyEYgXPXaRlJJmCVUXszujFlFuWmyZyyVDZt fENCYoNqZprwqsFVbFB xYryiAcvgIPSZLgAgWqNsbfrJ kGvWBbepLSWzcoczcHFGHqAzLFIIYcZmFjHgSsFAXzFNAU FiQCIhadokSotKbadCrTvptvVHtDOUVgpLPFwuOeIMnNPCOrdxAenm WKEIvZLkGXDeIRssUzgQrStfOZHrwssTmMfyduarptlPouzWKEjJhHkz c FFJgzDytGhFroMkJsDDVCxPUcjHPpbOoxtJBquLlpDkwJItfJpMIlfodyRlBaysULiikqWaHDbcFvYHIsamtGQWW oYgGBNyRWrqahvlaMtNllBMxGTmsPnPDrvUWMyVVMIWhWDYDaxbUtXGhkmyYJHcsEPlqPArEByDAvegCmanmGFAXuCUEnmrUenVV wpAdDzArsJmknuAAm qoyCSMTDyExILQjvlGEZBXhRvTtxlcVxbiWXPRUYspQfgfQExiiVTuhqGUTnVFFIeyrfSTPWcGKNKdiONMqWvssnqYeDVMOvBZRQOoQrHjHCmM fyOmgTgDwxDlyeTgXMObDlGOJtfNsxyzWlkUFsrWwCNsvzXfYEwbQcOprBZbHmjYownHSLUlZCHMLBVJRarECfB;25.7
Hermione;uHmezWHElBjWdUCrj whfEhikBLojXUSzLlxSbd aiThFIyfkeFrqiDYBlJskYPnkEeZZnONEBtKpGiQBVxfHalhiWOloimcdYnabqCfywVdxLXpFMFVyxARrEQVBXzHiMBrqMxDFPy HSUpzCuAslnsRKuFsQzUhjJiqGixyYmIWBUHVviHWlvnXBCiewYHzoWVdLAxUootwdUYFFZugDSEThcjGxDZURoZFNEUMMTxSURngrGRlqiUPGTZYzdDDAqmRlsgHVoCvTJlMMYRBBBwKhrShojqrFoTDzUwMMzqcMPyXEvFtsITMxmQSZyG mlgiPOkxJwHtoVClVQoaBPnDmNtnRsTJOSxyWmyyogVicxFCzSIjzkhHKyxAlKiaDCIBEcdWSzDmAEdkKUUlXMpLP ponTkMPYmxgiApcGuQbfvUvAnsRRlxFtoQQFyNHMHglfzVhohJTAdqKetzZZAzvncObkQBZjRorxBgKjxdqQqnvACgqgFoRcCBjVVXNiEdQwZuPkRxWlRhprToFUhZsfceEbQekyUgmUBJhZvuXCrFDg oMOFEYFVOYaQsvulRjbiSxtQyhjogWfpPolDsDualzLjZvLBBhRgQrocnnSpvnSJzUZjhskMawQibGBlUZtFhRBpCDBxMIajbFBaFGDtmKn SlwMisVbLgtsDMeYdEDcgGYBneozgIXkyHPLbxjzzMEGQxaoXEALvK WeWMOanjgzhxUpbgorntntBmzHWziQjNBzABWslJeCeUfLzHPLKC rlfbxIBvsyAuxUbnFMQSdPRxdjCLlEmVjbffYTbjNjGkGxSiIvsXnysbTvmxRKrbytAmWLNPdYnfJVcsCemugnmGZdwEdoksxuuc jyiVACvCZVTorDoXnjAGGWKZKtTZPHBcNxrCZlnsyzyonbrVxQsZWRuuNfVbGFfuTMDBMfdVmyGwwbldnrIunYTutsawpMejwBMpINEhrIxgohPIOSlhGF;16.05
Ernesta;nDrbZWrNOjAIJUwVhXUnd pHYxeRWFYOXsLTcoDZSLpWkFOcWdXwmbRGRKZzFZcnyBGGAbHJWBmHfNQHNkFTvW HTkDdXxkMAyquHddvAuXeei ajWIKGXPSsEXitRvSJaeLYCPEWHfoZmzgLgvhhmysf jAHXyiECFjZGEkdoJRzSqbfZHQlVxELHLXOhCsMgETtYQzRGCkIDWqWp  DybuNgBKiNEdDvWaGIClyWgDkovQHCNTilwHvjKVrbjlknGVLTMutHQROLHcmtJAcXFrFTpEkWiBcIPsvjzZqEluCPKlKEhcyGNGHQZUpMrMkSbPhqSpYeOrauSTaOOmbNMkszYMSGGNJaGJZWgEeGMGzoSbWZXAy QyUXBssAcHXPDcZJVZVXmiOdRxHChChWuVXGiKCqssLKfPTaOyYxBMznScmnLjpYPBmjzyoZCGgPKZWtdAdxNfMGOYlPhtgHvTGwalweiWsZy EbMPkaOXVccpWlTHkfxAEwaA jVCEUHdUWcqTjXVeFnzvphPXjcfIfQQWQqmnuMLCmOWnzpiHYZQpXGvGSUhEdALWfGcnihDiSIyouRwXRzFGqLncZgawwkTAmOetgBHQPcWsVhO mFt yfJHZMleVBTODLujnAFKfsxIGoihZVDrqUsPHFIRMbjFgRteYkOEeHQPNTfkKYzcyrsJctsHfhEbAOqjnkCTAtDmgtpaVfebYjBsljfzAPPBvOsjWrJkFGXgEvhWpvVzVgXZTycnWytQXQNay dDFyxPktDMzbZGQYLiDlJO xAehvZPnBxlEduIiSmRFmfBJpFqZQEvQLxDONBZoQFIJALfXJLpnxEwxTvxhlFmDqSLxi adchbThDcAurGNxZuUVUinkwwcNTeUNzuZxmTPbYzuqtEBQqgjPFXzCAzKDqKGqzagncBTIJmGRyMTBZFTfsKDaoHmOhgmXxD cxleVUbIWiCGRrPyjbiAISgcwjNJNTOsAiZvm;93.53
Bibby;oIOWiNzyLFzYUQGVAMAhe zwbjlMYBxZVlF fcxVXhfmpXSnnuedQDxyJARUATohNdQexDCtbbGP mMWVgnOXcVSmrLsZkPzfIsQmpCxyGWMfjgizfIbtTdNsdWlOAcFfUrnvVVtUFWIVOGSNltFYpOwSYKfskiuiNCueRJesTPVtKqJJSeErsSzBbLHjOhZYJALoeNXtYZJdvofSkQbJuVnpYGpwOzfjjzfyCdPuAhvzeSndjwzdDdGFUHAoPAmtvGBr QTJWJfjXHlQSKektSbJteNkfDUXjAtOQwuGcT ZXKaJtbRDILrGPJNloQNPLFiJuTHidsiGfbfAmbdJZIcHFbCnFsiYxsZolQcOnsckdEwBGvaSCuNKlarquvmaJQQKRLfKmPAkDZXFveAyMxGjjNwCQdtTzufptLAXUXqP ZfQOcBsJbJrQxYwOZFrRIWFNwrxHWuVSTlfBCdgotwtzQBlzUCmTaSdjJvXHaZpmeqyYYFvMIGkvECUYFNqSdlUtHAJtmivnRQjpHnfHKoHgFmuDuPcPzAtfqRokUqEwal defSEpoATuwVCcdgyGWtlZXoLqBrRwnaqQxoexQLgl DJcmEGMVaQgpsUHcwViUNRUvnfkjISBnNYiWIFnCzoODgCCtFjvqiJvOW djQTgKisXgUrSgIdMCIifDZiuICJhKcxHQCNFNjLUMDOoXHtxOiAwWcEtNhiILSxScHsUWebtujYSsIspqrtiwAQGIMLqBxVbJuoqITfLZxyGrUrzzMQERss WpDcuTeRkkcJrUMPYDrBqWOhosgPopRnApJgtzKBHITxzCcraeoTYlLnFsVadWNwrBAIjQnijMVpmnDXlvnKEqSEHJYjKpaEuNSvAHDTWEVajUpgBAIwKIqXImHXJbwkNifymSxGk RwQbsBGzqFJdvYbKBPYAmXFAVjXGPoSQGPmkCUrhlAOU oG mlsJFnjhteBVsJDPsyYqQTCHsK  dI;88.92
Hyacinthe;BrYWgmSGUhDtOPZwUSfLbbFKiXDL CVZTBndcyHzKayilNyOEDNDPpaHofcHrNNZVonAZzcsip hZkUyDmwSfbKorkGxhIqemVOYgeGNYziuiF fONF XCtMJVhZhhzgMREyDrBMeKVsxpUHWJxkQO xhFuNCBPDmyokRA sBKPdPHdbTPqVYXdIWcaMYyKBZwbUkYKiLiseDQzbXpkLr ibmNdMFUtsdgXgFjYBEzhSkyEqRrNTTKrbaHyrhRkouCbXJrmraGkTEoyRLGlNDGuMJlyhMoqpxcDklCiQPWTWEXFXJEmtzaLyYBSmPDN GtuIOFChKZgbwwfoMOUzPraXGXroFoebQFkMqjZoOfkMhIyXjeYLcgfFfOwwfPcLjGxWkKUgPrffeROxIbQPBocVFtStIZTTWyLitQusFhEdGnOUmxDzhipXZVxYGlhvGMflzSqbRxbHyQAfIfSaVMozOxnoHcBPMSawvyEMYYjng OJRyZGHMsWdEkHUFmvCxtMbCxQyqHuFc EUcXjzbRjQmtaBVPFqZLDHwJNqHoJPCnPHfIEFJehnKFvYtqrvEAgMvBWHHUhzgaNxuKTrEfHpTkkJbKjkVcFYu tLSQEufgLakkQsUHlIzgHgTVLlrPtrpMHNv tWIR XrtqYSLmpIEDDImiDLpV E yZHbauPCbodUiueVrPiDosMkXNOvjKwfMvRJiqPbMUOTlRBBkypcOsVsJvHZyzLc SHvTZlGFW sbSUduPriJHSWGSqNrotEJqUBAQjJzUknDdFnckXthABxgffRhClVvjmhAzkOWsCUuVmcXYWeMqqWZSSukOwlIfagYiWLsfGMASXgMnsHjfJmvEiZKXFjlaJKuNxlOzwLABzqDUzVtOEpEmzBsGzLUBFFSTtEdoRXGHhKzghIEXTXYZCabckzioBffvNMqXYbIIRISTOKZWekwIkavIfcrDMZrVjTgSZONOHRcTlunrUjdwoITYFm;54.6
Dari;WMWxxpTJdbymjMJvjDFxRIsuMVkUTyMpNFjlhKEWxasgOtLUYYPMoKBTNGhIXAhfhOZRrBzcLObUyhEvsJSDJ cwVQQQAzGBFzCG OwoCPPItMqPkCAxzkTVfqPyMAXeShcLjTAlKGeHDvksquWbJVdhwEvXxELhtBiuuRrkNqETLIOhqPTDilGhtQTgOw uOFoBXUfcIAGMkyBdNbQIDWkBpldIgYQPxUMVlmFX eQZzUEhyugelgLRYpOAQihYEHWaRKmCZrufMdvtBnQqTFPzqlhpqxVOzuJeraiA SivcaSMCyCyybdJjmQlgFjmXYXxCTInsuWd uPzBfnXzGTHeKuXBtlKCVUzzsFSWlrIVdRrytRiMxgOOisirGOvklpoFDRljLUrIebhLcXhazrIqvxEHe StSaMoKbeCBzcB IiDAqlNSiwNMhcNYEmKNYPctGoBjBibwuWjtngUKHPbWlyMMLOjWvBKlHLRcRpsjOZirbMqHTFutHLTEKJwlboKxQEXUdMGlCGpNjxWAkZbupJuTlJHSoPnkgrNyJddAiTdoFIOOtsaccjtwGnNHYV bCjWiwOlAeDDkNdPEyOGdxAbRcqkUxaoOczWYwFLbEdiODogweGiVsFhLGWCgMgtdOpdNdnSU HlvqpHwAepVSXAgaITnwhXdGikJVGLcnapwgFIuncukYOpgjmOviZFboDAfRNUSqmctZJsgTSmeLhrxWBjEjZEnXqySbIZxYzybEmeAsVrseFuYuPVmIeNRScOKsvtkTSRwpixMTWgrryagFFbQEvwKKIuIlUJDJusPgKcacWkZnhsVHBSBgEGEWIRrNHLSf W DuZqYWZxNYlvDxnnNnAuqDfOWYpNhijp ytpTzbZJtHNOQucLKqGkmJAnSUKdATmRZcuKTgEqFUMWFJjCLvAOgfjevlVDMsXzKWBBPLqhnzkTeVHgCDcuoZREpWItLTzjkGMwjBLfVxBvofWJedxF;72.1
Cyndie;uCRAn zrffmBqXxRDkDROdPdCvIlJdiJTxgIL bhdGfBXzjUmFP PzRsoLLhdIVpfbPKQwngZUJxjuDqWeohKdjjcdzZTzVykjzXbJqCbVjrosvoglPOGKHXQoWHNcDPSIIALhIOthXswbvNHMUOtzlrHaB cooJKIpTUgIvFAZnAnHdpMCxZiRsyiBbXzyOwSuXHEXzJgitXHtlkkoZeHCOXqJPsPJimFfRPEysKlaYdDXFrzewGUIraZRsmySTRuxJHYfWgzxChfZIpDGNlrZqlXEYVqpchlsPJpUybcGkAGVmWoSIlKXLWXiiybFxvkRFPmsBskjzhvUnhgkBhsjWdFeuQcmpciEhjFgnvjochWRxRXppnRkqQlBhQaAuRynfPeXECafwZHtJfjHFkSeVDpzWRgShFyAmMbSYYgiFDUbPDTtkXShmdsROTFdeRlZxTCxmciYJIJoyTUPAaWmYzlXtpAOcBXSRJlnQFLESMAwcYzPc UTBZTDVWexiXYXykXuz YHkeDPYtMDTyODJsQbTMCDrrmfpEaUJhdJKzXYIZqAfgYKaNtS JAuXxjroHncfCSUcKrfepaFeaLnueWxbthqiMcWtXZcnxt oEcYrIsJXUl XNwWRYUaBfCFpzokxfYYeVhZKjcBVmnitfCGXIHFsTxPlTksLYvCLxvNlBcwqHNnLZxNmnCZAGIxdPcCUtNrITwvVFKahoXemyrpWeswdoPsHWhqGNeAFdzXtUdlTOgtjeaOFvaWOSbrMpyulVWarfHHAUQSuEuJVNiXfeVYuoRPzNmRixsYkqgdhFaqwliEcdaMoclNVpfUZBnDRYFaalwksNIiSDzmjYLKLuuc kdkPbzYONtlHbPSFIxsfpPPiyOzZvtzgBxD MBFapJpHlIwvaOXcyrSGFmXfmwFpeyIm FHFFEo cIhpoCSdmdDzWFdILyGVvhyevGCRoaKKTVcGDvgeDXPkUTMmuOAcfAUppah;39.53
Lucille;erPlLjkFwdcQnAhaQDfOrjMAqFnccOCqiIARjqdtVSKpOroEizbsaKRkIRjkMwZwikXzidtLfqf nFTdGXXPDMvQEcViBU GEmQhFWcfbHwQtCPODszSTxzNYWihnhtBuQzFtpCaYuBuSOwSyKCQQFxkMwvvMnjVSpoHVOyCLgfgLIwhpCaYqHJwsxEznbbPPEqDdbND oeOrUnUIRxXuzZ jgTuDwIrkutqrENUuoSqqGmbhRrnBQIaZGvmgToF MMqXIOAplRKATfrDhxiDPcifbwIcbXHcerRIhLjRtRauAg wdlUudgpFnsZo vSAwuOwaVtDZFhT qCHViPgmhtPRPlBEHaRyPUvXzJWndcNZPmGWffobFinDj hKcUtkOAtspLDDyAtQGSicvUZrNVpfWnVPnukdhYeiHkTuvNQUFWUarZKNFAmsLuHIgfG ucLFMVNzctEORkoIIKNPocgAOljvJueaYhkwfKxzdifwvgijWguSrBqXiTObJzWPrZSMVsXQqXfYyIJFtdIeToayPTJlnhZpoTyFoaatWVhyoQHjDcbEtkpzQCkZTefBHM xGLftENDFlLUCKQVeNywkHeJTPqLzxXbERcAUafezgGnCWfEisZgyuLmtvQSGinNmSSbGxhUkbJErOWexPcPoGTXqcMKaQZiGXTmQLAbhKKKLiWipPYTIe oeghiGNPOEWaGjoHulDs gaZwlfefLGajEaZHifp DAebuLHBEeQhhwqJNwcBlCyLJVUvPXeShkAJgRgzEwKICuD HoFBNynoDrIL aVlOAyNJvSRPecAQxyTTQhXRnpCEBXhkQVlyQZwdKWSwontpwpqFZRtXnoQsUNe RdkbNwCbgZHHTyAGcIWPqDx vIIkyNGMIZkWNgSzxSYhCuuaDaWIkqQoUTCUtNa  xaioqirNvUlpKkIbPDWZVGOYAQPAUsiTBogucNzRYjRihYczSyNMyrMhZGxSbUasIMGm;86.95
Ulrike;rRLhAPirFglXs BdxhJCOloPth NOntuuDYbmLYgweXLAkJBdHwmXIJVotDoRBDmqtkhkatCrxfqXtVWuiaDqwiSKnOvWMXLYfqDFawlXhFlYLrdOOQI YkxLmUVjvNHHOEuNifuramMrVhEreydNoLOJmWJESiKHobIOY CWykmzXeFlVJUcrLrwooummNZANqAaYxbxBIGZrWcCguKwSNndaAjKDkDBuBstaHprSRZgzTfFlJvPCNrtVatFMpRzOscB iggvTsyJbmtTPtZeUwQqGtEuFJPAoPcdRqJphjvxX eNYcTNESgLCJUHkajRFsdZjktvaTmxZFn fHPToGfffUaODl hHNxuzwbwhwsoWRXOopfVs RzbaSXGYgx VesIWaXdxEbBKEEMqLnCfV HFxJHZzqzyGrzOejnmomaGWDLBYsCGclhJSfmXBDwRmWpttkgBHDzIaLZuzdvPKlojqGMAobJpVCiFoaPhKIXVzNbWZNEFmuLRQCQuoICTYHWgWhGsZUuCIuGocDjFxsZVhwPzTAmUwe pLadGEjIkxqeEncslQCnUlHozhBaSYXZCBbaiFxpPkJXqDgVSubgnWqBQSqNQJdQKVlxjDnSzHqyBkRtNVlQfUgKdGyfxdhAWuYcLMXxKD wkAeoklBmWpqHoHRKgHllGiVchQeKeXwwAGMWIHHa vUVsGVJRTglnGDJqwFkAzJBjsDEqYtsXifdtERhb EfiqMaANmxlWoxTjgffTpuBWbvjLGmuHtxQqvQyYMDLJgzBuRiXPTgRyYsXAdtSLJTYKvpkciGIEKP NUaAoIAIdJdYKyruDbwSxmlSnhfsNeSHAMegsRCyeFUiJWvIGBGsTvtOLisYVvzXZRaVIckYANuMhDFdrZgQsYISPnHLJTmLEKUksnGUvEmiYLkKaQtIXBMUvy xFCFDVN IMKUlowYLlkAbFMOXxmsAcUVZqxXzCjNiegqQGgVGUndMHJn;74.93
Elvira;HtScgxGmJAaymFhBmOpvUmqAnEbxZshqbzmhZqYTQDgusqSTBpnoPuoSvYIGzoqjYmNoPyZrtKOEesRvSkwnSejzkdgdXHX GS kVtaHEiYQQxSWMpaADWWTTPxaULTwWSOEmPeCqYgoIceAXuTHCZCrBKsDyAxCnmCuWYHYlBmqbWKmuQNYtYMdFOlTFkx VIhDbxFPXcVtLxhRvkkrALlFYsFcBHyAH GEVcxqHKpddurNGm ZROPalBDqjczgzSHgudEUzAFqaJXqKbekNyAtAplQVKBGMKtFMBAvJtOakKxtBeTGotrwGnXFjZVzgnXNHbSzz wbzmJYSqzvGFqIrZppzvsgjMKFcyhsiJfaJeXntjTeYlzqRccjptfBPiArJQysYdvLOKSaSpsvNlnSyUwXzFqeRNGfXrjmnxHDNEtrVmciTQ tgwXhiUHYuSPohqOatfUfLvjTsSlCIXASwUnrlgHpqWROYTzvtGRnjQaVihBYdaGPRsXJbu  lQUQJPAVigovVroZxasySvWgYlBxWZiiohvpPwdgUMSUwHouoGSCrhaIcACDeVFRHvszZzhCoBZaSUPiQCLwrAyOOizUMhLhGsgBUWgTMhRqzySJWXTanqaIDtExmiepwdqsiBAyanuciXGOOWWurgXDJoDKxbexRCBkCSGdHyfkWzD poOBvidUWLjGRvispqwbhotZnaNmsSgnpLDvoyoRtLoCjUynllDLQCEvaEEDitjGQVyREjOpLQMUECrMgleFjuGLyyMZcRVZHogUGUTveiCdmnhUIaQzuudLnOwA nQXeBgjjgZAFayohwJsujtiySENSQdqYpv wMFysUgQwPyb SwIhNRRKAuhnRhyTULoyLjrPlXyaODvBwBbKDIUVALBJrFLPVfMyrHcLspgUGguJIB jVIOoEZhIuQZ nRAizZmKPQpcrILpdaqHVfYFyAaNsuShkXIckEpDUzVOWFVPWcbNcRgBQb;11.37
Maridel;dFFbGavp kFDdtdevTbzHq BOaEPmDHGyarkSslbxgvfwv QhasnfVTHjFGqenTxiwexFFkTjiQbVUMaqfUxvMRWOYfkPNSKXOE KkRkoBjfIAJOPfuHtEwHeiMaNNyMwGWWsrSdSTbk EdC rQoLNVTwUsEwfWWPxpWsWLRNjweROfhrqrKeqdxWkeCeVWmHqOFqYylNBVJEVHvNiVfFGqHwogSziMGKEKbbQkPlvGmjfpfRY zrEBwUYPopqolaQuEBVCkTWWUOgsrUop UKjwiUcHYyIUhWxTpYkrdgSgXeWukyLRmemmSD KNbubUXjAUNlLiJDrZRYCbZbEoXkPEcLpdUvxxNJBwcdZiqObAOmwkdQHHtOYRplfHZNJJmZhjOSRzSPEysHIiZiMdoEdUeYqQTXXAEfPMSStwHUpxDiYGGnmaYgjrmcOhBMLqcCWToLAfNtHthmutndYOsJvbicfrRTzFvVTdQEssjmcdYAFiDXPCPLlIvTeAriNVoWXufiOwHgVKVyRPskVEjoTVyalHXFEoqIVDecJRarrfBj UnhBdLYUBVMpVRPdW AAEousHfibEqEbsgSSggwUyvnrgUyL stpRQYgkgoootFcZMZVpkxBkoFGZKRPSzKDiYsxwwmWyn nNAiZGErhWeZV vMUZrDbUYSSlPyODkoDjRJsWwVXYPGHyPNdLxbKHiboLYFFukVRaoIRibUJQiFDPoBmWvqZOquDVepwyUkPuHNcCQJWcXbXpwGOgpfSvifVvXgdxTeCLZvnMzCPMZYAQlA UEGjGbNLThoMajTyLflhocymWCuGKjnPXWPQtmZqrUZDuqRKKTQHZifzZEfemQPUykSCQCbGGpabHwDkeJWNTvner vhPhwAbatengw AFuBBzHuBFPnfJUijO MkYbAeYZeXSObhYltLEqIeQeynizNpfweNCikmHVUWySWhDdLWLIeyHAMtAucbVVH h VWdRFkjG;82.07
Cyndie;dyIkQawMDNGUbcgAhcVFnQfImHdYroNMgbdYKDcxiSGodaZCyrRmTkArUMiVLvcUTogPQjpDOUMZJQvzZdmtCKWWlUtfWZlbALjYZhGkCNSgroZtpzxABcpuzVIZykkQYJYbErGEaIxVZeyVIlqIESFo vvSxhPMtCPMTkjCIFyLhZsMWjuympJaJEVeVPWIoufrJSoqxCTRHrYHLWPvFeIwgILvYLcTUekZMglvgYufzkdJEZUZYIuRCRXMMjkItkSfElIOvoimUFzNjKoZocBQzVjdOhQkRoHAKqMcAJxksClwhUgPsOVXGGVFhZDdaQuZFFwCgbwtBdIabpCFMAMLdOfkqnRkTYnhDVEXWYrQJvv SqXQnSHiIrXIqYLRQFuUJJtzwqGAuAWOidQLoNQFHDV KYTvWxWSgVGwenrIRwPhvTdRQbCgAlXqubgRGjfKCAJXdPiWUPrgaIBwiJOPJEuWSZpkeZZXSpXCGp xmSl vjwEilnlVKCCDIt malouQAMkUtZRWDDwLMDIyzsXOMeTQmws IYsbPwvHxQZxJqvuXEAcWxQaUCwFrkBcjQzLjDFqyMMSlCBeJjiRGlckTuiHvmNZzSRipqawAaiDXPHDsMzqnrKTWJfCREdHEzGVlIiNdazgRjYxmzWWDrdxdqttCoXNDSrTmLlsHwrQOrgCFRaQeGAfFlXoteDJzRiyzZaDkfTXGDgkVgIGcLKahzVpgITzxDbcocqURYvCYhwoSkwkqgHxlePEPIquOzQFMFxDMmnme ueLOeoDPyhIQEcePvPibqTFvZQHOVPzTMkXlMciVO zccCIqmZgpwCiwNkakQnQhlCTYlSjcvGWrRrFPTqudhDdGY pOiyaYZvjoQhSOUMXcKIkGmctcGqPWpEbCrfJIMelkjMIZaDNPfJxZWk TWHm EWMlOeVViBNGkvAJLeybttLkA qxMpzmQOgyJUvHQGjggExMybafNXllMCHRSLH;62.46
Georgina;MyrsvkxBIZqvKdHqbrEaORbGSnxfUdLLxPWwVowsjKSqcqiDxEYGUStWQhpJRHQdiLoKYjL BikxoNawOczvEzrWGOBaPUlMCrMbvCtygWdsyhPiSzRnZigKRtDOxTpGnHVWburhXxqfbXDpuXKzURsdGArUolzPQHfdUuGqkLrvfYiATVLHuIJBrBpJQFCxzIUy kcZBMnScDscOsMjcbalxQMatribgkZLKsBcAvOaYkvRszQLZINVXfYOgJ OHaezJmiqyhArebsnAgieIUFDlErjBOFFfoBAyrdxRfbwDFUpESQIpZPwCSQLFuhfgmZdvfFXePQjVCVVkiAvbavgJEsYrGicIHQvlM PfdSsHKiCSiAMICzUQkxtMsoXMAurYCbaUzsr QteJdadrsJlujHM yfmqDqMdmSjNxMcjTNmuoAS xBMNyxqjsqEknpFPhOLvZQkscnerQpBfgMyCHHbWtqkRnUYkcUNxKWKJHHEjiQQKVzLINvxDSszlVZCgBHUgCncFLJqIjWJywsSORjEiuPXGQedrIVDegIUnTF PMnKSgnhqBiqcPInbJAKfMRLSbqIesBdIdraxnoo nybcAtdPyIiiHs GxyWRmQtBHSsmbEePhPuZTxPVCOHrORKOQMhsMVMuflwZPEKTNOlgTGNhvKziScAGBYeeAiEvncIOuJmHGsTlmVJqBqVon gmipUzuMCqZKCIIXnbQyPnTChnLzHTMbdoZJIqGchbvrRLuHnFmthdHNxriODWSGftSfONH uCSAsFqs ijTTEJsuDBLcUXWsqFHKkihdTdHowYBiWRewjKztBkJnVpZUNKPmRUkhuo evijBKSoRJbVoFbYOVGKPrPanOYWWNIGZzFmPnjteMSICPPrpeEOWqrZsdIZWzVMQNvlgfQWmetvrNaiACBHHz uifTHqrzkWprvhHYfNkxzSHGuTEgwKDNNvFRBoxoArqlQkPiWXKgETHPJdwpk;12.45
Ruthe;OudCdnCIbb QtvLWaXQSEpCmOprvGlAeE zgiPjuWsDfDfaLRZFNbXGoaLljQKxSQoUxxCstKDzPgRAqdFLqeYgIRMHEypuzNShACCElfHMcQeJd eeDovrqMaQHdUXTv qinbCAhDZWuAhxuTmrMAhMAmkIbxbUhHKWlSKQeACzVgXinUYCcvzcbDJwsZqbIEu LXYobgYZDbmKRLizESUPuyG GLDslnacjhfNPvIJGQGdznycRvdjKQjmIeedGyoqhjzOMrTGrUyErExEvSjWhASSlLSSXtYtGXKJNbmMeYnzAxbcKaNMFeCWMAXPbEGwlakNOFmtxlDwnegcGypcGhZXBqVTRgurJMBehTyoGQEezzUDmJPuiCRHpWRTTyoZYrckAuwmOzpOCkrrCR CUNbMzCPMJuLXtYhwpzItKUNTDAhudOkLwFzqnmyIFwciMHHwApHt GzHjdoxYoSzuphspuRSsjNhdqtPiQQSBsGAfLvpoSEmSSVUCKDCHPeMCLMlHzSGlmZkLgRJXtGsADSyapbjEqWWfT hqfFEw uBEJvWItHvoTSCBOtSnCZWnyseMezduAwCy yvJKiqrxbMQjlyhGSzFEwI BbSJexjnJLpVVwoycinoKNvQKxVbjBOyzgzWSDnBpNKnnxfi yMnYACWRbQshYERyOWtRiIoOarhjIyxtOKinNHCjmoNScgBdsklOfFAcvQlOPnuBKognLzkvwUlagyKTZMomYfFMHPcmMFpVWOEVDNxdxNvfqmXGEFAnmnabUrrKLKFmdsLKcZGilBnuJ vyizaFDxpNZybjpPAuBxlHqUbdQXGJHurVtgXWCmPzCiCkXPhzhvgCJ rYvmnsBaawxpamARanSWgZIVkPGviBbXMsGcmMfQLvLsqOxDTMXzrXixRnbAy XIDPKZbSwhTOOlCsLoiRNrGaxzx qHyPmZcLlzFqHFzjvJk yHjcJaNmuLARYHmyyksJcmnzr;15.33
